words,tf,idf,tfidf
uzbekistan,1.0,6.754604099487962,6.754604099487962
ruler,1.0,6.754604099487962,6.754604099487962
first,1.0,6.754604099487962,6.754604099487962
class,1.0,6.754604099487962,6.754604099487962
baby,1.0,6.754604099487962,6.754604099487962
elephant,1.0,6.754604099487962,6.754604099487962
lost,1.0,6.754604099487962,6.754604099487962
yellowstone,1.0,6.754604099487962,6.754604099487962
pick,1.0,6.754604099487962,6.754604099487962
volunteering,1.0,6.754604099487962,6.754604099487962
bench,1.0,6.754604099487962,6.754604099487962
cut,1.0,6.754604099487962,6.754604099487962
seaside,1.0,6.754604099487962,6.754604099487962
khachapuri,1.0,6.754604099487962,6.754604099487962
store,1.0,6.754604099487962,6.754604099487962
average,1.0,6.754604099487962,6.754604099487962
ancient,1.0,6.754604099487962,6.754604099487962
temple,1.0,6.754604099487962,6.754604099487962
egypt,1.0,6.754604099487962,6.754604099487962
tomb,1.0,6.754604099487962,6.754604099487962
austria,1.0,6.754604099487962,6.754604099487962
idea,1.0,6.754604099487962,6.754604099487962
denote,1.0,6.754604099487962,6.754604099487962
yucatan,1.0,6.754604099487962,6.754604099487962
yet,1.0,6.754604099487962,6.754604099487962
georgia,1.0,6.754604099487962,6.754604099487962
best,1.0,6.754604099487962,6.754604099487962
without,1.0,6.754604099487962,6.754604099487962
stroopwafels,1.0,6.754604099487962,6.754604099487962
greek,1.0,6.754604099487962,6.754604099487962
dolphin,1.0,6.754604099487962,6.754604099487962
zipaquira,1.0,6.754604099487962,6.754604099487962
colombia,1.0,6.754604099487962,6.754604099487962
comedy,1.0,6.754604099487962,6.754604099487962
cathedral,1.0,6.754604099487962,6.754604099487962
one,8.0,0.8013607652001781,6.410886121601425
ha,2.0,3.1436861868437385,6.287372373687477
na,2.0,3.0410320327836544,6.082064065567309
far,1.0,6.061456918928018,6.061456918928018
race,1.0,6.061456918928018,6.061456918928018
backpacking,1.0,6.061456918928018,6.061456918928018
enjoy,1.0,6.061456918928018,6.061456918928018
west,1.0,6.061456918928018,6.061456918928018
line,1.0,6.061456918928018,6.061456918928018
statecountry,1.0,6.061456918928018,6.061456918928018
old,1.0,6.061456918928018,6.061456918928018
5,1.0,6.061456918928018,6.061456918928018
tour,1.0,6.061456918928018,6.061456918928018
little,1.0,6.061456918928018,6.061456918928018
need,1.0,6.061456918928018,6.061456918928018
up,1.0,6.061456918928018,6.061456918928018
see,1.0,6.061456918928018,6.061456918928018
how,1.0,6.061456918928018,6.061456918928018
isa,1.0,6.061456918928018,6.061456918928018
let,1.0,6.061456918928018,6.061456918928018
organ,1.0,6.061456918928018,6.061456918928018
vera,1.0,6.061456918928018,6.061456918928018
,1.0,6.061456918928018,6.061456918928018
pier,1.0,6.061456918928018,6.061456918928018
scar,1.0,6.061456918928018,6.061456918928018
significant,1.0,6.061456918928018,6.061456918928018
reason,1.0,6.061456918928018,6.061456918928018
come,1.0,6.061456918928018,6.061456918928018
hell,1.0,6.061456918928018,6.061456918928018
van,1.0,6.061456918928018,6.061456918928018
dy,1.0,5.655991810819852,5.655991810819852
hit,1.0,5.655991810819852,5.655991810819852
die,1.0,5.655991810819852,5.655991810819852
even,1.0,5.655991810819852,5.655991810819852
ball,1.0,5.655991810819852,5.655991810819852
watch,1.0,5.655991810819852,5.655991810819852
site,1.0,5.655991810819852,5.655991810819852
ape,1.0,5.3683097383680725,5.3683097383680725
bar,1.0,5.3683097383680725,5.3683097383680725
set,1.0,5.3683097383680725,5.3683097383680725
sit,1.0,5.145166187053862,5.145166187053862
south,1.0,5.145166187053862,5.145166187053862
san,1.0,5.145166187053862,5.145166187053862
tree,1.0,4.962844630259907,4.962844630259907
part,1.0,4.962844630259907,4.962844630259907
differ,1.0,4.808693950432649,4.808693950432649
east,1.0,4.808693950432649,4.808693950432649
la,2.0,2.347884852223709,4.695769704447418
met,1.0,4.675162557808126,4.675162557808126
pp,1.0,4.675162557808126,4.675162557808126
sal,1.0,4.675162557808126,4.675162557808126
in,2.0,2.232815522438922,4.465631044877844
mount,1.0,4.4520190064939165,4.4520190064939165
nation,1.0,4.2696974496999625,4.2696974496999625
us,1.0,4.2696974496999625,4.2696974496999625
not,1.0,4.189654742026425,4.189654742026425
land,1.0,3.5765502691400166,3.5765502691400166
u,2.0,1.7307235786416861,3.4614471572833723
to,1.0,3.353406717825807,3.353406717825807
de,1.0,3.2888681966882367,3.2888681966882367
se,1.0,3.1170179397615763,3.1170179397615763
st,1.0,2.711552831653412,2.711552831653412
en,1.0,2.5061088574386035,2.5061088574386035
no,2.0,0.7910247558695159,1.582049511739032
on,1.0,0.6587795370557376,0.6587795370557376
