words,tf,idf,tfidf
asia,3.0,5.655991810819852,16.967975432459554
sunset,3.0,5.655991810819852,16.967975432459554
camping,3.0,5.655991810819852,16.967975432459554
isle,3.0,5.655991810819852,16.967975432459554
stay,3.0,5.655991810819852,16.967975432459554
greece,3.0,5.655991810819852,16.967975432459554
hawaii,3.0,5.655991810819852,16.967975432459554
nothing,3.0,5.655991810819852,16.967975432459554
away,3.0,5.655991810819852,16.967975432459554
thailand,3.0,5.655991810819852,16.967975432459554
switzerland,3.0,5.655991810819852,16.967975432459554
santorini,3.0,5.655991810819852,16.967975432459554
home,3.0,5.655991810819852,16.967975432459554
istanbul,3.0,5.655991810819852,16.967975432459554
internal,3.0,5.655991810819852,16.967975432459554
cruise,3.0,5.655991810819852,16.967975432459554
galapagos,3.0,5.655991810819852,16.967975432459554
glacier,3.0,5.655991810819852,16.967975432459554
really,3.0,5.655991810819852,16.967975432459554
southern,3.0,5.655991810819852,16.967975432459554
near,3.0,5.655991810819852,16.967975432459554
volcano,3.0,5.655991810819852,16.967975432459554
town,3.0,5.655991810819852,16.967975432459554
beautiful,3.0,5.655991810819852,16.967975432459554
wall,3.0,5.655991810819852,16.967975432459554
knot,3.0,5.655991810819852,16.967975432459554
someone,3.0,5.655991810819852,16.967975432459554
yosemite,3.0,5.655991810819852,16.967975432459554
two,3.0,5.3683097383680725,16.104929215104214
continent,3.0,5.3683097383680725,16.104929215104214
sea,3.0,5.145166187053862,15.435498561161586
all,4.0,3.49650756146648,13.98603024586592
road,3.0,4.557379522151743,13.672138566455232
popular,2.0,6.754604099487962,13.509208198975925
preconception,2.0,6.754604099487962,13.509208198975925
around,2.0,6.754604099487962,13.509208198975925
every,3.0,4.4520190064939165,13.35605701948175
plitvice,2.0,6.061456918928018,12.122913837856036
dinner,2.0,6.061456918928018,12.122913837856036
african,2.0,6.061456918928018,12.122913837856036
kind,2.0,6.061456918928018,12.122913837856036
climbing,2.0,6.061456918928018,12.122913837856036
train,2.0,6.061456918928018,12.122913837856036
aroma,2.0,6.061456918928018,12.122913837856036
drinking,2.0,6.061456918928018,12.122913837856036
meal,2.0,6.061456918928018,12.122913837856036
fun,2.0,6.061456918928018,12.122913837856036
desert,2.0,6.061456918928018,12.122913837856036
caribbean,2.0,6.061456918928018,12.122913837856036
feel,2.0,6.061456918928018,12.122913837856036
tropical,2.0,6.061456918928018,12.122913837856036
brutes,2.0,6.061456918928018,12.122913837856036
scotland,2.0,6.061456918928018,12.122913837856036
normally,2.0,6.061456918928018,12.122913837856036
skydiving,2.0,6.061456918928018,12.122913837856036
international,2.0,6.061456918928018,12.122913837856036
kilauea,2.0,6.061456918928018,12.122913837856036
rock,2.0,6.061456918928018,12.122913837856036
reef,2.0,6.061456918928018,12.122913837856036
pompeii,2.0,6.061456918928018,12.122913837856036
march,2.0,6.061456918928018,12.122913837856036
white,2.0,6.061456918928018,12.122913837856036
full,2.0,6.061456918928018,12.122913837856036
life,2.0,6.061456918928018,12.122913837856036
never,2.0,6.061456918928018,12.122913837856036
good,2.0,6.061456918928018,12.122913837856036
top,2.0,6.061456918928018,12.122913837856036
sound,2.0,6.061456918928018,12.122913837856036
guilford,2.0,6.061456918928018,12.122913837856036
anything,2.0,6.061456918928018,12.122913837856036
europe,2.0,6.061456918928018,12.122913837856036
walk,2.0,6.061456918928018,12.122913837856036
pyramid,2.0,6.061456918928018,12.122913837856036
planning,2.0,6.061456918928018,12.122913837856036
month,2.0,6.061456918928018,12.122913837856036
quinine,2.0,6.061456918928018,12.122913837856036
learn,2.0,6.061456918928018,12.122913837856036
middle,2.0,6.061456918928018,12.122913837856036
mexico,2.0,6.061456918928018,12.122913837856036
your,2.0,6.061456918928018,12.122913837856036
dive,2.0,6.061456918928018,12.122913837856036
water,2.0,6.061456918928018,12.122913837856036
everything,2.0,6.061456918928018,12.122913837856036
iguazu,2.0,6.061456918928018,12.122913837856036
jungle,2.0,6.061456918928018,12.122913837856036
croats,2.0,6.061456918928018,12.122913837856036
depends,2.0,6.061456918928018,12.122913837856036
paragliding,2.0,6.061456918928018,12.122913837856036
mother,2.0,6.061456918928018,12.122913837856036
cliff,2.0,6.061456918928018,12.122913837856036
lot,2.0,6.061456918928018,12.122913837856036
vatican,2.0,6.061456918928018,12.122913837856036
wonder,2.0,6.061456918928018,12.122913837856036
cuba,2.0,6.061456918928018,12.122913837856036
big,2.0,6.061456918928018,12.122913837856036
hand,2.0,6.061456918928018,12.122913837856036
star,2.0,6.061456918928018,12.122913837856036
petya,2.0,6.061456918928018,12.122913837856036
maladies,2.0,6.061456918928018,12.122913837856036
whale,2.0,6.061456918928018,12.122913837856036
china,2.0,6.061456918928018,12.122913837856036
human,2.0,6.061456918928018,12.122913837856036
budapest,2.0,6.061456918928018,12.122913837856036
himalaya,2.0,6.061456918928018,12.122913837856036
happy,2.0,6.061456918928018,12.122913837856036
nature,2.0,6.061456918928018,12.122913837856036
antarctica,2.0,6.061456918928018,12.122913837856036
location,2.0,6.061456918928018,12.122913837856036
ellipse,2.0,6.061456918928018,12.122913837856036
japanese,2.0,6.061456918928018,12.122913837856036
watching,2.0,6.061456918928018,12.122913837856036
person,2.0,6.061456918928018,12.122913837856036
british,2.0,6.061456918928018,12.122913837856036
thing,3.0,3.982015377248181,11.946046131744545
alaska,2.0,5.655991810819852,11.311983621639705
leave,2.0,5.655991810819852,11.311983621639705
long,2.0,5.655991810819852,11.311983621639705
america,2.0,5.655991810819852,11.311983621639705
high,2.0,5.655991810819852,11.311983621639705
drink,2.0,5.3683097383680725,10.736619476736145
ring,2.0,5.3683097383680725,10.736619476736145
you,2.0,5.3683097383680725,10.736619476736145
diving,2.0,5.3683097383680725,10.736619476736145
1,2.0,5.3683097383680725,10.736619476736145
ford,2.0,5.3683097383680725,10.736619476736145
camp,2.0,5.145166187053862,10.290332374107724
country,2.0,4.962844630259907,9.925689260519814
man,2.0,4.808693950432649,9.617387900865298
ny,2.0,3.7588718259339715,7.517743651867943
can,2.0,3.6635616461296463,7.327123292259293
newforeign,1.0,6.754604099487962,6.754604099487962
beyond,1.0,6.754604099487962,6.754604099487962
guess,1.0,6.754604099487962,6.754604099487962
excites,1.0,6.754604099487962,6.754604099487962
highland,1.0,6.754604099487962,6.754604099487962
fly,1.0,6.754604099487962,6.754604099487962
dorsalis,1.0,6.754604099487962,6.754604099487962
family,1.0,6.754604099487962,6.754604099487962
botswana,1.0,6.754604099487962,6.754604099487962
fleecy,1.0,6.754604099487962,6.754604099487962
closest,1.0,6.754604099487962,6.754604099487962
accommodation,1.0,6.754604099487962,6.754604099487962
completely,1.0,6.754604099487962,6.754604099487962
zero,1.0,6.754604099487962,6.754604099487962
grafting,1.0,6.754604099487962,6.754604099487962
visitleave,1.0,6.754604099487962,6.754604099487962
next,1.0,6.754604099487962,6.754604099487962
merry,1.0,6.754604099487962,6.754604099487962
wing,1.0,6.754604099487962,6.754604099487962
remote,1.0,6.754604099487962,6.754604099487962
nowhere,1.0,6.754604099487962,6.754604099487962
totally,1.0,6.754604099487962,6.754604099487962
interact,1.0,6.754604099487962,6.754604099487962
needy,1.0,6.754604099487962,6.754604099487962
kid,1.0,6.754604099487962,6.754604099487962
amazing,1.0,6.754604099487962,6.754604099487962
poor,1.0,6.754604099487962,6.754604099487962
say,1.0,6.754604099487962,6.754604099487962
yes,1.0,6.754604099487962,6.754604099487962
please,1.0,6.754604099487962,6.754604099487962
mahan,1.0,6.754604099487962,6.754604099487962
tax,1.0,6.754604099487962,6.754604099487962
immersed,1.0,6.754604099487962,6.754604099487962
dora,1.0,6.754604099487962,6.754604099487962
traveling,1.0,6.754604099487962,6.754604099487962
bush,1.0,6.754604099487962,6.754604099487962
magnolia,1.0,6.754604099487962,6.754604099487962
caught,1.0,6.754604099487962,6.754604099487962
mean,1.0,6.754604099487962,6.754604099487962
citystatecountry,1.0,6.754604099487962,6.754604099487962
downpour,1.0,6.754604099487962,6.754604099487962
equator,1.0,6.754604099487962,6.754604099487962
fiordland,1.0,6.754604099487962,6.754604099487962
later,1.0,6.754604099487962,6.754604099487962
yakitori,1.0,6.754604099487962,6.754604099487962
himachal,1.0,6.754604099487962,6.754604099487962
terrace,1.0,6.754604099487962,6.754604099487962
holland,1.0,6.754604099487962,6.754604099487962
etc,1.0,6.754604099487962,6.754604099487962
coral,1.0,6.754604099487962,6.754604099487962
got,1.0,6.754604099487962,6.754604099487962
healthy,1.0,6.754604099487962,6.754604099487962
thriving,1.0,6.754604099487962,6.754604099487962
suvara,1.0,6.754604099487962,6.754604099487962
there,1.0,6.754604099487962,6.754604099487962
beer,1.0,6.754604099487962,6.754604099487962
corsican,1.0,6.754604099487962,6.754604099487962
lion,1.0,6.754604099487962,6.754604099487962
football,1.0,6.754604099487962,6.754604099487962
fantastic,1.0,6.754604099487962,6.754604099487962
20,1.0,6.754604099487962,6.754604099487962
soccer,1.0,6.754604099487962,6.754604099487962
going,1.0,6.754604099487962,6.754604099487962
derby,1.0,6.754604099487962,6.754604099487962
weed,1.0,6.754604099487962,6.754604099487962
answer,1.0,6.754604099487962,6.754604099487962
smoke,1.0,6.754604099487962,6.754604099487962
skyscraper,1.0,6.754604099487962,6.754604099487962
daily,1.0,6.754604099487962,6.754604099487962
square,1.0,6.754604099487962,6.754604099487962
red,1.0,6.754604099487962,6.754604099487962
volcanic,1.0,6.754604099487962,6.754604099487962
france,1.0,6.754604099487962,6.754604099487962
hill,1.0,6.754604099487962,6.754604099487962
father,1.0,6.754604099487962,6.754604099487962
station,1.0,6.754604099487962,6.754604099487962
trades,1.0,6.754604099487962,6.754604099487962
wander,1.0,6.754604099487962,6.754604099487962
create,1.0,6.754604099487962,6.754604099487962
rice,1.0,6.754604099487962,6.754604099487962
wherever,1.0,6.754604099487962,6.754604099487962
domo,1.0,6.754604099487962,6.754604099487962
reap,1.0,6.754604099487962,6.754604099487962
seem,1.0,6.754604099487962,6.754604099487962
shore,1.0,6.754604099487962,6.754604099487962
alaskan,1.0,6.754604099487962,6.754604099487962
wine,1.0,6.754604099487962,6.754604099487962
make,1.0,6.754604099487962,6.754604099487962
reasonable,1.0,6.754604099487962,6.754604099487962
celebration,1.0,6.754604099487962,6.754604099487962
valencia,1.0,6.754604099487962,6.754604099487962
single,1.0,6.754604099487962,6.754604099487962
related,1.0,6.754604099487962,6.754604099487962
visited,1.0,6.754604099487962,6.754604099487962
french,1.0,6.754604099487962,6.754604099487962
well,1.0,6.754604099487962,6.754604099487962
recommendation,1.0,6.754604099487962,6.754604099487962
more,1.0,6.754604099487962,6.754604099487962
barclona,1.0,6.754604099487962,6.754604099487962
caravaggio,1.0,6.754604099487962,6.754604099487962
concentration,1.0,6.754604099487962,6.754604099487962
jump,1.0,6.754604099487962,6.754604099487962
anyone,1.0,6.754604099487962,6.754604099487962
must,1.0,6.754604099487962,6.754604099487962
imagine,1.0,6.754604099487962,6.754604099487962
rico,1.0,6.754604099487962,6.754604099487962
suggest,1.0,6.754604099487962,6.754604099487962
enjoying,1.0,6.754604099487962,6.754604099487962
atomic,1.0,6.754604099487962,6.754604099487962
rainforest,1.0,6.754604099487962,6.754604099487962
hiroshima,1.0,6.754604099487962,6.754604099487962
bomb,1.0,6.754604099487962,6.754604099487962
museum,1.0,6.754604099487962,6.754604099487962
dome,1.0,6.754604099487962,6.754604099487962
swimming,1.0,6.754604099487962,6.754604099487962
central,1.0,6.754604099487962,6.754604099487962
kiev,1.0,6.754604099487962,6.754604099487962
getting,1.0,6.754604099487962,6.754604099487962
polish,1.0,6.754604099487962,6.754604099487962
student,1.0,6.754604099487962,6.754604099487962
drunk,1.0,6.754604099487962,6.754604099487962
significantly,1.0,6.754604099487962,6.754604099487962
mine,1.0,6.754604099487962,6.754604099487962
many,1.0,6.754604099487962,6.754604099487962
tenacity,1.0,6.754604099487962,6.754604099487962
favourite,1.0,6.754604099487962,6.754604099487962
beside,1.0,6.754604099487962,6.754604099487962
having,1.0,6.754604099487962,6.754604099487962
marie,1.0,6.754604099487962,6.754604099487962
vendor,1.0,6.754604099487962,6.754604099487962
hikingbackpacking,1.0,6.754604099487962,6.754604099487962
party,1.0,6.754604099487962,6.754604099487962
else,1.0,6.754604099487962,6.754604099487962
helpless,1.0,6.754604099487962,6.754604099487962
half,1.0,6.754604099487962,6.754604099487962
norwegian,1.0,6.754604099487962,6.754604099487962
form,1.0,6.754604099487962,6.754604099487962
unexpected,1.0,6.754604099487962,6.754604099487962
everywhere,1.0,6.754604099487962,6.754604099487962
roundtrip,1.0,6.754604099487962,6.754604099487962
dimple,1.0,6.754604099487962,6.754604099487962
outfit,1.0,6.754604099487962,6.754604099487962
dress,1.0,6.754604099487962,6.754604099487962
hogmanay,1.0,6.754604099487962,6.754604099487962
havana,1.0,6.754604099487962,6.754604099487962
naked,1.0,6.754604099487962,6.754604099487962
bangladesh,1.0,6.754604099487962,6.754604099487962
martin,1.0,6.754604099487962,6.754604099487962
saint,1.0,6.754604099487962,6.754604099487962
nontouristy,1.0,6.754604099487962,6.754604099487962
porto,1.0,6.754604099487962,6.754604099487962
salt,1.0,6.754604099487962,6.754604099487962
wieliczka,1.0,6.754604099487962,6.754604099487962
heritage,1.0,6.754604099487962,6.754604099487962
countryside,1.0,6.754604099487962,6.754604099487962
actually,1.0,6.754604099487962,6.754604099487962
lauterbrunnen,1.0,6.754604099487962,6.754604099487962
bull,1.0,6.754604099487962,6.754604099487962
soft,1.0,6.754604099487962,6.754604099487962
acatenango,1.0,6.754604099487962,6.754604099487962
guatemala,1.0,6.754604099487962,6.754604099487962
period,1.0,6.754604099487962,6.754604099487962
speaklittle,1.0,6.754604099487962,6.754604099487962
organs,1.0,6.754604099487962,6.754604099487962
mexican,1.0,6.754604099487962,6.754604099487962
english,1.0,6.754604099487962,6.754604099487962
pamplona,1.0,6.754604099487962,6.754604099487962
panama,1.0,6.754604099487962,6.754604099487962
minority,1.0,6.754604099487962,6.754604099487962
snorkeling,1.0,6.754604099487962,6.754604099487962
victoria,1.0,6.754604099487962,6.754604099487962
network,1.0,6.754604099487962,6.754604099487962
terrified,1.0,6.754604099487962,6.754604099487962
step,1.0,6.754604099487962,6.754604099487962
buy,1.0,6.754604099487962,6.754604099487962
michaelangelos,1.0,6.754604099487962,6.754604099487962
david,1.0,6.754604099487962,6.754604099487962
running,1.0,6.754604099487962,6.754604099487962
hug,1.0,6.754604099487962,6.754604099487962
unesco,1.0,6.754604099487962,6.754604099487962
tajmahal,1.0,6.754604099487962,6.754604099487962
used,1.0,6.754604099487962,6.754604099487962
would,1.0,6.754604099487962,6.754604099487962
may,1.0,6.754604099487962,6.754604099487962
led,1.0,6.754604099487962,6.754604099487962
traffic,1.0,6.754604099487962,6.754604099487962
alone,1.0,6.754604099487962,6.754604099487962
dubrovnik,1.0,6.754604099487962,6.754604099487962
complex,1.0,6.754604099487962,6.754604099487962
phone,1.0,6.754604099487962,6.754604099487962
that,1.0,6.754604099487962,6.754604099487962
free,1.0,6.754604099487962,6.754604099487962
still,1.0,6.754604099487962,6.754604099487962
layers,1.0,6.754604099487962,6.754604099487962
lure,1.0,6.754604099487962,6.754604099487962
costa,1.0,6.754604099487962,6.754604099487962
struggle,1.0,6.754604099487962,6.754604099487962
arena,1.0,6.754604099487962,6.754604099487962
blue,1.0,6.754604099487962,6.754604099487962
rich,1.0,6.754604099487962,6.754604099487962
whether,1.0,6.754604099487962,6.754604099487962
sabastiani,1.0,6.754604099487962,6.754604099487962
figure,1.0,6.754604099487962,6.754604099487962
bogart,1.0,6.754604099487962,6.754604099487962
railway,1.0,6.754604099487962,6.754604099487962
truly,1.0,6.754604099487962,6.754604099487962
rapier,1.0,6.754604099487962,6.754604099487962
countrycontinent,1.0,6.754604099487962,6.754604099487962
arrange,1.0,6.754604099487962,6.754604099487962
dalmatic,1.0,6.754604099487962,6.754604099487962
school,1.0,6.754604099487962,6.754604099487962
finish,1.0,6.754604099487962,6.754604099487962
factor,1.0,6.754604099487962,6.754604099487962
inspires,1.0,6.754604099487962,6.754604099487962
southeast,1.0,6.754604099487962,6.754604099487962
shock,1.0,6.754604099487962,6.754604099487962
scare,1.0,6.754604099487962,6.754604099487962
american,1.0,6.754604099487962,6.754604099487962
turtle,1.0,6.754604099487962,6.754604099487962
sand,1.0,6.754604099487962,6.754604099487962
familiar,1.0,6.754604099487962,6.754604099487962
sagrada,1.0,6.754604099487962,6.754604099487962
western,1.0,6.754604099487962,6.754604099487962
desire,1.0,6.754604099487962,6.754604099487962
perhentian,1.0,6.754604099487962,6.754604099487962
puffing,1.0,6.754604099487962,6.754604099487962
staff,1.0,6.754604099487962,6.754604099487962
pub,1.0,6.754604099487962,6.754604099487962
season,1.0,6.754604099487962,6.754604099487962
alhambra,1.0,6.754604099487962,6.754604099487962
zonechallenging,1.0,6.754604099487962,6.754604099487962
large,1.0,6.754604099487962,6.754604099487962
fare,1.0,6.754604099487962,6.754604099487962
various,1.0,6.754604099487962,6.754604099487962
chengdu,1.0,6.754604099487962,6.754604099487962
hard,1.0,6.754604099487962,6.754604099487962
jurist,1.0,6.754604099487962,6.754604099487962
resort,1.0,6.754604099487962,6.754604099487962
shrug,1.0,6.754604099487962,6.754604099487962
my,1.0,6.754604099487962,6.754604099487962
tower,1.0,6.754604099487962,6.754604099487962
snorted,1.0,6.754604099487962,6.754604099487962
coast,1.0,6.754604099487962,6.754604099487962
oregon,1.0,6.754604099487962,6.754604099487962
tanzania,1.0,6.754604099487962,6.754604099487962
beirut,1.0,6.754604099487962,6.754604099487962
machuu,1.0,6.754604099487962,6.754604099487962
content,1.0,6.754604099487962,6.754604099487962
fichu,1.0,6.754604099487962,6.754604099487962
order,1.0,6.754604099487962,6.754604099487962
bad,1.0,6.754604099487962,6.754604099487962
challenge,1.0,6.754604099487962,6.754604099487962
ruin,1.0,6.754604099487962,6.754604099487962
rotorua,1.0,6.754604099487962,6.754604099487962
wake,1.0,6.754604099487962,6.754604099487962
liza,1.0,6.754604099487962,6.754604099487962
hot,1.0,6.754604099487962,6.754604099487962
pot,1.0,6.754604099487962,6.754604099487962
example,1.0,6.754604099487962,6.754604099487962
done,1.0,6.754604099487962,6.754604099487962
always,1.0,6.754604099487962,6.754604099487962
peñiscola,1.0,6.754604099487962,6.754604099487962
yokosuka,1.0,6.754604099487962,6.754604099487962
bleed,1.0,6.754604099487962,6.754604099487962
opening,1.0,6.754604099487962,6.754604099487962
field,1.0,6.754604099487962,6.754604099487962
tapped,1.0,6.754604099487962,6.754604099487962
singapore,1.0,6.754604099487962,6.754604099487962
15000ft,1.0,6.754604099487962,6.754604099487962
3,1.0,6.754604099487962,6.754604099487962
seven,1.0,6.754604099487962,6.754604099487962
seychelles,1.0,6.754604099487962,6.754604099487962
summer,1.0,6.754604099487962,6.754604099487962
ganglia,1.0,6.754604099487962,6.754604099487962
bay,1.0,6.754604099487962,6.754604099487962
restaurant,1.0,6.754604099487962,6.754604099487962
balloon,1.0,6.754604099487962,6.754604099487962
ride,1.0,6.754604099487962,6.754604099487962
illulisat,1.0,6.754604099487962,6.754604099487962
icefjord,1.0,6.754604099487962,6.754604099487962
sonya,1.0,6.754604099487962,6.754604099487962
mary,1.0,6.754604099487962,6.754604099487962
maasai,1.0,6.754604099487962,6.754604099487962
longer,1.0,6.754604099487962,6.754604099487962
bear,1.0,6.754604099487962,6.754604099487962
lava,1.0,6.754604099487962,6.754604099487962
lavender,1.0,6.754604099487962,6.754604099487962
palenque,1.0,6.754604099487962,6.754604099487962
drug,1.0,6.754604099487962,6.754604099487962
psychedelic,1.0,6.754604099487962,6.754604099487962
bridge,1.0,6.754604099487962,6.754604099487962
gate,1.0,6.754604099487962,6.754604099487962
golden,1.0,6.754604099487962,6.754604099487962
yeungella,1.0,6.754604099487962,6.754604099487962
artist,1.0,6.754604099487962,6.754604099487962
stuff,1.0,6.754604099487962,6.754604099487962
butt,1.0,6.754604099487962,6.754604099487962
multi,1.0,6.754604099487962,6.754604099487962
everett,1.0,6.754604099487962,6.754604099487962
festival,1.0,6.754604099487962,6.754604099487962
sight,1.0,6.754604099487962,6.754604099487962
action,1.0,6.754604099487962,6.754604099487962
face,1.0,6.754604099487962,6.754604099487962
favorite,1.0,6.754604099487962,6.754604099487962
hero,1.0,6.754604099487962,6.754604099487962
brighten,1.0,6.754604099487962,6.754604099487962
subjective,1.0,6.754604099487962,6.754604099487962
province,1.0,6.754604099487962,6.754604099487962
boring,1.0,6.754604099487962,6.754604099487962
find,1.0,6.754604099487962,6.754604099487962
others,1.0,6.754604099487962,6.754604099487962
crazy,1.0,6.754604099487962,6.754604099487962
might,1.0,6.754604099487962,6.754604099487962
dancing,1.0,6.754604099487962,6.754604099487962
front,1.0,6.754604099487962,6.754604099487962
climate,1.0,6.754604099487962,6.754604099487962
utah,1.0,6.754604099487962,6.754604099487962
laugh,1.0,6.754604099487962,6.754604099487962
mediterranean,1.0,6.754604099487962,6.754604099487962
past,1.0,6.754604099487962,6.754604099487962
share,1.0,6.754604099487962,6.754604099487962
lives,1.0,6.754604099487962,6.754604099487962
deal,1.0,6.754604099487962,6.754604099487962
touching,1.0,6.754604099487962,6.754604099487962
friend,1.0,6.754604099487962,6.754604099487962
algonquins,1.0,6.754604099487962,6.754604099487962
motorbike,1.0,6.754604099487962,6.754604099487962
doses,1.0,6.754604099487962,6.754604099487962
barcelona,1.0,6.754604099487962,6.754604099487962
ireland,1.0,6.754604099487962,6.754604099487962
bloom,1.0,6.754604099487962,6.754604099487962
keukenhof,1.0,6.754604099487962,6.754604099487962
barrier,1.0,6.754604099487962,6.754604099487962
manage,1.0,6.754604099487962,6.754604099487962
12,1.0,6.754604099487962,6.754604099487962
apostle,1.0,6.754604099487962,6.754604099487962
corn,1.0,6.754604099487962,6.754604099487962
palatal,1.0,6.754604099487962,6.754604099487962
monarch,1.0,6.754604099487962,6.754604099487962
naturally,1.0,6.754604099487962,6.754604099487962
migration,1.0,6.754604099487962,6.754604099487962
brazilian,1.0,6.754604099487962,6.754604099487962
contain,1.0,6.754604099487962,6.754604099487962
table,1.0,6.754604099487962,6.754604099487962
secluded,1.0,6.754604099487962,6.754604099487962
born,1.0,6.754604099487962,6.754604099487962
erupting,1.0,6.754604099487962,6.754604099487962
mt,1.0,6.754604099487962,6.754604099487962
choice,1.0,6.754604099487962,6.754604099487962
murchison,1.0,6.754604099487962,6.754604099487962
agenda,1.0,6.754604099487962,6.754604099487962
rank,1.0,6.754604099487962,6.754604099487962
skyline,1.0,6.754604099487962,6.754604099487962
dawn,1.0,6.754604099487962,6.754604099487962
specific,1.0,6.754604099487962,6.754604099487962
important,1.0,6.754604099487962,6.754604099487962
envelope,1.0,6.754604099487962,6.754604099487962
norway,1.0,6.754604099487962,6.754604099487962
chorus,1.0,6.754604099487962,6.754604099487962
teenager,1.0,6.754604099487962,6.754604099487962
cross,1.0,6.754604099487962,6.754604099487962
grew,1.0,6.754604099487962,6.754604099487962
hey,1.0,6.754604099487962,6.754604099487962
belgium,1.0,6.754604099487962,6.754604099487962
doctor,1.0,6.754604099487962,6.754604099487962
quiet,1.0,6.754604099487962,6.754604099487962
nap,1.0,6.754604099487962,6.754604099487962
opposite,1.0,6.754604099487962,6.754604099487962
evening,1.0,6.754604099487962,6.754604099487962
active,1.0,6.754604099487962,6.754604099487962
strange,1.0,6.754604099487962,6.754604099487962
summit,1.0,6.754604099487962,6.754604099487962
explore,1.0,6.754604099487962,6.754604099487962
sailing,1.0,6.754604099487962,6.754604099487962
breakfast,1.0,6.754604099487962,6.754604099487962
such,1.0,6.754604099487962,6.754604099487962
market,1.0,6.754604099487962,6.754604099487962
fish,1.0,6.754604099487962,6.754604099487962
passionate,1.0,6.754604099487962,6.754604099487962
broadway,1.0,6.754604099487962,6.754604099487962
show,1.0,6.754604099487962,6.754604099487962
call,1.0,6.754604099487962,6.754604099487962
head,1.0,6.754604099487962,6.754604099487962
extended,1.0,6.754604099487962,6.754604099487962
